Timestamp,User_ID,Sensitivity,Action,Status,,,
03/03/2010 14:05,CWG3213,No,Modify,No,0,2,0
03/03/2010 14:05,CWG3213,Yes,Modify,No,1,2,0
03/03/2010 14:05,CWG3213,No,Delete,No,0,3,0
03/03/2010 14:05,CWG3213,No,Modify,No,0,2,0
03/03/2010 14:07,CWG3213,Yes,Create,No,1,0,0
03/03/2010 14:09,CWG3213,No,Modify,No,0,2,0
03/03/2010 17:07,CWG3213,Yes,Modify,No,1,2,0
03/03/2010 17:07,CWG3213,No,Read,No,0,1,0
03/03/2010 18:03,CWG3213,Yes,Modify,No,1,2,0
03/03/2010 18:16,CWG3213,No,Read,No,0,1,0
03/03/2010 18:17,CWG3213,Yes,Create,No,1,0,0
03/04/2010 08:38,CWG3213,Yes,Modify,No,1,2,0
03/04/2010 09:46,CWG3213,No,Delete,No,0,3,0
03/04/2010 09:56,CWG3213,Yes,Create,No,1,0,0
03/04/2010 10:00,CWG3213,No,Read,No,0,1,0
03/04/2010 10:01,CWG3213,No,Delete,No,0,3,0
03/04/2010 10:05,CWG3213,No,Read,No,0,1,0
03/04/2010 10:07,CWG3213,Yes,Create,No,1,0,0
03/04/2010 11:58,CWG3213,Yes,Modify,No,1,2,0
03/04/2010 12:03,CWG3213,No,Read,No,0,1,0
03/04/2010 12:13,CWG3213,Yes,Modify,No,1,2,0
03/04/2010 12:21,CWG3213,No,Read,No,0,1,0
03/04/2010 12:24,CWG3213,No,Read,No,0,1,0
03/04/2010 12:27,CWG3213,No,Read,No,0,1,0
03/04/2010 14:10,CWG3213,No,Delete,No,0,3,0
03/04/2010 14:29,CWG3213,Yes,Modify,No,1,2,0
03/04/2010 14:33,CWG3213,No,Delete,No,0,3,0
03/04/2010 16:12,CWG3213,Yes,Modify,No,1,2,0
03/04/2010 16:19,CWG3213,No,Modify,No,0,2,0
03/04/2010 16:27,CWG3213,No,Modify,No,0,2,0
03/04/2010 18:24,CWG3213,No,Delete,No,0,3,0
03/04/2010 18:25,CWG3213,No,Read,No,0,1,0
03/04/2010 18:28,CWG3213,Yes,Modify,No,1,2,0
03/04/2010 18:28,CWG3213,Yes,Modify,No,1,2,0
03/04/2010 18:28,CWG3213,No,Read,No,0,1,0
03/04/2010 18:29,CWG3213,Yes,Modify,No,1,2,0
03/04/2010 18:29,CWG3213,No,Delete,No,0,3,0
03/04/2010 18:30,CWG3213,No,Delete,No,0,3,0
03/05/2010 11:12,CWG3213,Yes,Modify,No,1,2,0
03/05/2010 11:12,CWG3213,No,Read,No,0,1,0
03/05/2010 11:18,CWG3213,No,Modify,No,0,2,0
03/05/2010 11:32,CWG3213,No,Modify,No,0,2,0
03/05/2010 11:53,CWG3213,No,Modify,No,0,2,0
03/05/2010 12:05,CWG3213,No,Read,No,0,1,0
03/05/2010 14:06,CWG3213,No,Delete,No,0,3,0
03/05/2010 14:17,CWG3213,Yes,Create,No,1,0,0
03/05/2010 14:22,CWG3213,Yes,Modify,No,1,2,0
03/05/2010 14:24,CWG3213,No,Delete,No,0,3,0
03/05/2010 17:14,CWG3213,Yes,Modify,No,1,2,0
03/05/2010 17:21,CWG3213,No,Read,No,0,1,0
03/05/2010 17:29,CWG3213,No,Delete,No,0,3,0
03/05/2010 17:30,CWG3213,No,Delete,No,0,3,0
03/05/2010 17:32,CWG3213,No,Read,No,0,1,0
03/05/2010 17:34,CWG3213,No,Read,No,0,1,0
03/05/2010 17:48,CWG3213,No,Delete,No,0,3,0
03/05/2010 17:51,CWG3213,No,Delete,No,0,3,0
03/05/2010 18:03,CWG3213,No,Modify,No,0,2,0
03/05/2010 18:24,CWG3213,No,Delete,No,0,3,0
03/05/2010 18:25,CWG3213,No,Modify,No,0,2,0
03/05/2010 18:30,CWG3213,No,Read,No,0,1,0
03/05/2010 18:30,CWG3213,No,Read,No,0,1,0
03/05/2010 18:31,CWG3213,Yes,Modify,No,1,2,0
03/05/2010 18:32,CWG3213,No,Delete,No,0,3,0
03/05/2010 18:34,CWG3213,No,Modify,No,0,2,0
03/05/2010 18:36,CWG3213,No,Delete,No,0,3,0
03/06/2010 08:47,CWG3213,No,Read,No,0,1,0
03/06/2010 08:47,CWG3213,No,Delete,No,0,3,0
03/06/2010 09:01,CWG3213,Yes,Create,No,1,0,0
03/06/2010 09:51,CWG3213,Yes,Modify,No,1,2,0
03/06/2010 09:54,CWG3213,No,Delete,No,0,3,0
03/06/2010 10:52,CWG3213,No,Read,No,0,1,0
03/06/2010 11:09,CWG3213,Yes,Create,No,1,0,0
03/06/2010 13:09,CWG3213,No,Delete,No,0,3,0
03/06/2010 13:12,CWG3213,No,Modify,No,0,2,0
03/06/2010 14:43,CWG3213,Yes,Modify,No,1,2,0
03/06/2010 14:46,CWG3213,Yes,Modify,No,1,2,0
03/06/2010 14:51,CWG3213,No,Delete,No,0,3,0
03/06/2010 15:15,CWG3213,No,Delete,No,0,3,0
03/06/2010 15:15,CWG3213,No,Delete,No,0,3,0
03/06/2010 15:15,CWG3213,Yes,Modify,No,1,2,0
03/06/2010 15:16,CWG3213,Yes,Create,No,1,0,0
03/06/2010 15:16,CWG3213,Yes,Create,No,1,0,0
03/06/2010 15:16,CWG3213,Yes,Modify,No,1,2,0
03/06/2010 15:16,CWG3213,Yes,Modify,No,1,2,0
03/06/2010 15:16,CWG3213,Yes,Modify,No,1,2,0
03/06/2010 15:17,CWG3213,No,Delete,No,0,3,0
03/06/2010 15:58,CWG3213,Yes,Modify,No,1,2,0
03/06/2010 16:28,CWG3213,Yes,Modify,No,1,2,0
03/06/2010 16:51,CWG3213,Yes,Create,No,1,0,0
03/06/2010 17:05,CWG3213,No,Delete,No,0,3,0
03/06/2010 17:16,CWG3213,No,Modify,No,0,2,0
03/06/2010 17:22,CWG3213,Yes,Create,No,1,0,0
03/07/2010 08:19,CWG3213,No,Modify,No,0,2,0
03/07/2010 08:20,CWG3213,No,Delete,No,0,3,0
03/07/2010 08:20,CWG3213,Yes,Modify,No,1,2,0
03/07/2010 09:31,CWG3213,No,Read,No,0,1,0
03/07/2010 09:31,CWG3213,Yes,Modify,No,1,2,0
03/07/2010 09:31,CWG3213,No,Read,No,0,1,0
03/07/2010 09:31,CWG3213,No,Delete,No,0,3,0
03/07/2010 09:31,CWG3213,No,Delete,No,0,3,0
03/07/2010 09:31,CWG3213,No,Read,No,0,1,0
03/07/2010 09:31,CWG3213,No,Read,No,0,1,0
03/07/2010 11:50,CWG3213,Yes,Create,No,1,0,0
03/07/2010 11:51,CWG3213,No,Delete,No,0,3,0
03/07/2010 11:51,CWG3213,No,Modify,No,0,2,0
03/07/2010 15:53,CWG3213,Yes,Create,No,1,0,0
03/07/2010 15:53,CWG3213,Yes,Create,No,1,0,0
03/07/2010 16:04,CWG3213,Yes,Modify,No,1,2,0
03/07/2010 16:11,CWG3213,No,Read,No,0,1,0
03/07/2010 16:30,CWG3213,No,Modify,No,0,2,0
03/07/2010 16:38,CWG3213,No,Delete,No,0,3,0
03/07/2010 16:45,CWG3213,No,Modify,No,0,2,0
03/07/2010 17:07,CWG3213,Yes,Modify,No,1,2,0
03/07/2010 17:10,CWG3213,Yes,Modify,No,1,2,0
03/07/2010 17:19,CWG3213,No,Read,No,0,1,0
03/07/2010 17:44,CWG3213,No,Delete,No,0,3,0
03/07/2010 17:47,CWG3213,No,Read,No,0,1,0
03/07/2010 18:01,CWG3213,No,Delete,No,0,3,0
03/07/2010 18:03,CWG3213,No,Read,No,0,1,0
03/08/2010 07:59,CWG3213,No,Read,No,0,1,0
03/08/2010 08:12,CWG3213,No,Read,No,0,1,0
03/08/2010 08:13,CWG3213,Yes,Modify,No,1,2,0
03/08/2010 08:22,CWG3213,No,Read,No,0,1,0
03/08/2010 08:25,CWG3213,Yes,Create,No,1,0,0
03/08/2010 08:27,CWG3213,Yes,Modify,No,1,2,0
03/08/2010 09:46,CWG3213,No,Read,No,0,1,0
03/08/2010 11:54,CWG3213,No,Read,No,0,1,0
03/08/2010 12:19,CWG3213,Yes,Create,No,1,0,0
03/08/2010 12:20,CWG3213,No,Read,No,0,1,0
03/08/2010 12:22,CWG3213,No,Delete,No,0,3,0
03/08/2010 12:35,CWG3213,Yes,Modify,No,1,2,0
03/08/2010 12:43,CWG3213,No,Delete,No,0,3,0
03/08/2010 14:10,CWG3213,No,Read,No,0,1,0
03/08/2010 14:22,CWG3213,No,Delete,No,0,3,0
03/08/2010 14:31,CWG3213,No,Modify,No,0,2,0
03/08/2010 14:32,CWG3213,Yes,Modify,No,1,2,0
03/08/2010 14:39,CWG3213,No,Modify,No,0,2,0
03/08/2010 14:40,CWG3213,Yes,Modify,No,1,2,0
03/08/2010 14:42,CWG3213,No,Read,No,0,1,0
03/08/2010 15:22,CWG3213,Yes,Modify,No,1,2,0
03/08/2010 15:22,CWG3213,No,Delete,No,0,3,0
03/08/2010 15:39,CWG3213,No,Delete,No,0,3,0
03/08/2010 15:40,CWG3213,Yes,Modify,No,1,2,0
03/08/2010 15:42,CWG3213,No,Modify,No,0,2,0
03/09/2010 08:11,CWG3213,Yes,Modify,No,1,2,0
03/09/2010 08:13,CWG3213,No,Read,No,0,1,0
03/09/2010 08:17,CWG3213,No,Modify,No,0,2,0
03/09/2010 08:18,CWG3213,No,Modify,No,0,2,0
03/09/2010 09:03,CWG3213,Yes,Modify,No,1,2,0
03/09/2010 09:09,CWG3213,No,Modify,No,0,2,0
03/09/2010 09:10,CWG3213,No,Read,No,0,1,0
03/09/2010 11:51,CWG3213,No,Delete,No,0,3,0
03/09/2010 12:52,CWG3213,No,Read,No,0,1,0
03/09/2010 12:58,CWG3213,Yes,Modify,No,1,2,0
03/09/2010 13:00,CWG3213,No,Modify,No,0,2,0
03/09/2010 13:13,CWG3213,No,Read,No,0,1,0
03/09/2010 13:32,CWG3213,No,Delete,No,0,3,0
03/09/2010 13:37,CWG3213,Yes,Create,No,1,0,0
03/09/2010 15:06,CWG3213,No,Read,No,0,1,0
03/09/2010 15:15,CWG3213,Yes,Create,No,1,0,0
03/09/2010 15:17,CWG3213,No,Read,No,0,1,0
03/09/2010 15:18,CWG3213,No,Read,No,0,1,0
03/09/2010 15:45,CWG3213,No,Read,No,0,1,0
03/09/2010 15:54,CWG3213,No,Read,No,0,1,0
03/09/2010 15:57,CWG3213,Yes,Modify,No,1,2,0
03/09/2010 16:02,CWG3213,No,Modify,No,0,2,0
03/09/2010 16:07,CWG3213,No,Modify,No,0,2,0
03/09/2010 16:42,CWG3213,Yes,Create,No,1,0,0
03/09/2010 16:45,CWG3213,No,Delete,No,0,3,0
03/09/2010 17:56,CWG3213,No,Modify,No,0,2,0
03/09/2010 18:40,CWG3213,Yes,Modify,No,1,2,0
03/10/2010 08:01,CWG3213,No,Read,No,0,1,0
03/10/2010 08:09,CWG3213,No,Delete,No,0,3,0
03/10/2010 08:20,CWG3213,No,Modify,No,0,2,0
03/10/2010 08:26,CWG3213,No,Modify,No,0,2,0
03/10/2010 10:03,CWG3213,No,Delete,No,0,3,0
03/10/2010 10:08,CWG3213,No,Modify,No,0,2,0
03/10/2010 11:23,CWG3213,Yes,Create,No,1,0,0
03/10/2010 11:31,CWG3213,No,Delete,No,0,3,0
03/10/2010 12:16,CWG3213,No,Modify,No,0,2,0
03/10/2010 12:17,CWG3213,No,Modify,No,0,2,0
03/10/2010 12:20,CWG3213,No,Read,No,0,1,0
03/10/2010 12:23,CWG3213,No,Modify,No,0,2,0
03/10/2010 12:24,CWG3213,Yes,Modify,No,1,2,0
03/10/2010 12:26,CWG3213,No,Read,No,0,1,0
03/10/2010 12:27,CWG3213,No,Modify,No,0,2,0
03/10/2010 12:28,CWG3213,No,Modify,No,0,2,0
03/10/2010 14:12,CWG3213,No,Modify,No,0,2,0
03/10/2010 14:12,CWG3213,No,Modify,No,0,2,0
03/10/2010 14:13,CWG3213,Yes,Create,No,1,0,0
03/10/2010 14:56,CWG3213,No,Delete,No,0,3,0
03/10/2010 14:59,CWG3213,Yes,Modify,No,1,2,0
03/10/2010 16:25,CWG3213,Yes,Modify,No,1,2,0
03/10/2010 16:28,CWG3213,No,Delete,No,0,3,0
03/10/2010 17:25,CWG3213,No,Read,No,0,1,0
03/10/2010 17:27,CWG3213,No,Delete,No,0,3,0
03/11/2010 07:56,CWG3213,Yes,Modify,No,1,2,0
03/11/2010 07:56,CWG3213,No,Delete,No,0,3,0
03/11/2010 07:57,CWG3213,No,Delete,No,0,3,0
03/11/2010 07:57,CWG3213,No,Delete,No,0,3,0
03/11/2010 07:59,CWG3213,No,Modify,No,0,2,0
03/11/2010 07:59,CWG3213,No,Read,No,0,1,0
03/11/2010 08:01,CWG3213,Yes,Modify,No,1,2,0
03/11/2010 08:02,CWG3213,No,Read,No,0,1,0
03/11/2010 08:02,CWG3213,No,Modify,No,0,2,0
03/11/2010 08:02,CWG3213,No,Modify,No,0,2,0
03/11/2010 08:02,CWG3213,Yes,Create,No,1,0,0
03/11/2010 08:03,CWG3213,Yes,Modify,No,1,2,0
03/11/2010 09:47,CWG3213,Yes,Modify,No,1,2,0
03/11/2010 09:57,CWG3213,Yes,Modify,No,1,2,0
03/11/2010 10:41,CWG3213,No,Read,No,0,1,0
03/11/2010 10:42,CWG3213,No,Delete,No,0,3,0
03/11/2010 14:06,CWG3213,Yes,Modify,No,1,2,0
03/11/2010 14:09,CWG3213,Yes,Modify,No,1,2,0
03/11/2010 14:11,CWG3213,No,Read,No,0,1,0
03/11/2010 14:36,CWG3213,No,Read,No,0,1,0
03/11/2010 14:43,CWG3213,Yes,Modify,No,1,2,0
03/11/2010 15:48,CWG3213,No,Read,No,0,1,0
03/11/2010 16:24,CWG3213,No,Read,No,0,1,0
03/11/2010 16:29,CWG3213,No,Modify,No,0,2,0
03/11/2010 17:28,CWG3213,No,Read,No,0,1,0
03/11/2010 17:29,CWG3213,No,Read,No,0,1,0
03/11/2010 18:58,CWG3213,Yes,Modify,No,1,2,0
03/12/2010 08:48,CWG3213,No,Modify,No,0,2,0
03/12/2010 08:49,CWG3213,No,Modify,No,0,2,0
03/12/2010 08:56,CWG3213,Yes,Modify,No,1,2,0
03/12/2010 08:57,CWG3213,Yes,Modify,No,1,2,0
03/12/2010 08:58,CWG3213,Yes,Modify,No,1,2,0
03/12/2010 08:59,CWG3213,No,Read,No,0,1,0
03/12/2010 08:59,CWG3213,Yes,Create,No,1,0,0
03/12/2010 09:12,CWG3213,Yes,Modify,No,1,2,0
03/12/2010 09:16,CWG3213,Yes,Create,No,1,0,0
03/12/2010 09:20,CWG3213,No,Read,No,0,1,0
03/12/2010 10:05,CWG3213,No,Modify,No,0,2,0
03/12/2010 11:34,CWG3213,No,Delete,No,0,3,0
03/12/2010 11:43,CWG3213,Yes,Modify,No,1,2,0
03/12/2010 14:50,CWG3213,No,Modify,No,0,2,0
03/12/2010 14:51,CWG3213,No,Read,No,0,1,0
03/12/2010 14:53,CWG3213,Yes,Create,No,1,0,0
03/12/2010 14:53,CWG3213,No,Modify,No,0,2,0
03/12/2010 14:54,CWG3213,No,Modify,No,0,2,0
03/12/2010 18:32,CWG3213,No,Delete,No,0,3,0
03/12/2010 18:36,CWG3213,No,Delete,No,0,3,0
03/12/2010 18:39,CWG3213,Yes,Create,No,1,0,0
03/12/2010 18:43,CWG3213,Yes,Modify,No,1,2,0
03/12/2010 18:44,CWG3213,No,Delete,No,0,3,0
03/13/2010 09:01:18,CWG3213,No,Modify,No,0,2,0
03/13/2010 09:03:41,CWG3213,No,Modify,No,0,2,0
03/13/2010 11:04:08,CWG3213,Yes,Modify,No,1,2,0
03/13/2010 11:06:08,CWG3213,No,Delete,No,0,3,0
03/13/2010 11:22:26,CWG3213,Yes,Modify,No,1,2,0
03/13/2010 12:38:42,CWG3213,No,Modify,No,0,2,0
03/13/2010 12:40:45,CWG3213,No,Delete,No,0,3,0
03/13/2010 12:46:38,CWG3213,No,Read,No,0,1,0
03/13/2010 13:10:19,CWG3213,No,Delete,No,0,3,0
03/13/2010 13:11:04,CWG3213,Yes,Create,No,1,0,0
03/13/2010 13:13:33,CWG3213,No,Delete,No,0,3,0
03/13/2010 17:17:19,CWG3213,Yes,Modify,No,1,2,0
03/13/2010 17:27:20,CWG3213,No,Read,No,0,1,0
03/13/2010 17:36:24,CWG3213,No,Modify,No,0,2,0
03/13/2010 17:57:56,CWG3213,Yes,Modify,No,1,2,0
03/13/2010 18:01:16,CWG3213,No,Modify,No,0,2,0
03/13/2010 18:17:33,CWG3213,No,Delete,No,0,3,0
03/13/2010 18:28:27,CWG3213,Yes,Modify,No,1,2,0
03/13/2010 18:34:49,CWG3213,Yes,Create,No,1,0,0
03/13/2010 18:34:52,CWG3213,Yes,Create,No,1,0,0
03/13/2010 18:39:25,CWG3213,Yes,Create,No,1,0,0
03/13/2010 18:42:54,CWG3213,No,Read,No,0,1,0
03/13/2010 18:43:37,CWG3213,No,Modify,No,0,2,0
03/13/2010 18:44:26,CWG3213,No,Read,No,0,1,0
03/13/2010 18:47:36,CWG3213,No,Delete,No,0,3,0
03/14/2010 08:08:57,CWG3213,No,Modify,No,0,2,0
03/14/2010 08:17:12,CWG3213,No,Modify,No,0,2,0
03/14/2010 08:30:26,CWG3213,No,Read,No,0,1,0
03/14/2010 10:30:05,CWG3213,No,Modify,No,0,2,0
03/14/2010 10:30:46,CWG3213,Yes,Create,No,1,0,0
03/14/2010 10:32:11,CWG3213,No,Modify,No,0,2,0
03/14/2010 10:32:49,CWG3213,No,Read,No,0,1,0
03/14/2010 10:36:14,CWG3213,No,Read,No,0,1,0
03/14/2010 14:59:38,CWG3213,Yes,Modify,No,1,2,0
03/14/2010 15:04:31,CWG3213,Yes,Modify,No,1,2,0
03/14/2010 15:04:39,CWG3213,Yes,Create,No,1,0,0
03/14/2010 15:06:31,CWG3213,Yes,Modify,No,1,2,0
03/14/2010 15:31:39,CWG3213,Yes,Create,No,1,0,0
03/14/2010 16:12:20,CWG3213,No,Read,No,0,1,0
03/14/2010 16:12:32,CWG3213,No,Read,No,0,1,0
03/14/2010 17:50:53,CWG3213,No,Delete,No,0,3,0
03/14/2010 17:51:09,CWG3213,Yes,Modify,No,1,2,0
03/14/2010 17:52:11,CWG3213,Yes,Create,No,1,0,0
03/14/2010 17:52:43,CWG3213,Yes,Modify,No,1,2,0
03/14/2010 17:53:20,CWG3213,Yes,Modify,No,1,2,0
03/14/2010 17:53:51,CWG3213,No,Read,No,0,1,0
03/14/2010 17:54:24,CWG3213,No,Modify,No,0,2,0
03/14/2010 17:55:29,CWG3213,No,Delete,No,0,3,0
03/14/2010 17:55:30,CWG3213,No,Delete,No,0,3,0
03/15/2010 08:36:47,CWG3213,Yes,Create,No,1,0,0
03/15/2010 08:42:45,CWG3213,No,Modify,No,0,2,0
03/15/2010 08:46:42,CWG3213,No,Read,No,0,1,0
03/15/2010 09:01:32,CWG3213,No,Read,No,0,1,0
03/15/2010 09:15:09,CWG3213,No,Modify,No,0,2,0
03/15/2010 09:25:47,CWG3213,Yes,Modify,No,1,2,0
03/15/2010 09:39:38,CWG3213,No,Delete,No,0,3,0
03/15/2010 09:47:00,CWG3213,Yes,Modify,No,1,2,0
03/15/2010 13:12:38,CWG3213,No,Delete,No,0,3,0
03/15/2010 13:17:36,CWG3213,No,Delete,No,0,3,0
03/15/2010 13:22:51,CWG3213,Yes,Create,No,1,0,0
03/15/2010 13:23:46,CWG3213,Yes,Create,No,1,0,0
03/15/2010 13:25:47,CWG3213,No,Modify,No,0,2,0
03/15/2010 13:30:27,CWG3213,No,Modify,No,0,2,0
03/15/2010 16:48:44,CWG3213,Yes,Create,No,1,0,0
03/15/2010 16:53:39,CWG3213,Yes,Create,No,1,0,0
03/15/2010 16:55:56,CWG3213,No,Delete,No,0,3,0
03/15/2010 17:03:30,CWG3213,Yes,Create,No,1,0,0
03/15/2010 17:10:35,CWG3213,Yes,Modify,No,1,2,0
03/15/2010 17:33:03,CWG3213,No,Modify,No,0,2,0
03/15/2010 17:34:58,CWG3213,Yes,Modify,No,1,2,0
03/15/2010 17:37:13,CWG3213,No,Delete,No,0,3,0
03/15/2010 17:55:41,CWG3213,Yes,Modify,No,1,2,0
03/16/2010 08:13:39,CWG3213,Yes,Modify,No,1,2,0
03/16/2010 08:19:07,CWG3213,No,Delete,No,0,3,0
03/16/2010 09:46:39,CWG3213,No,Delete,No,0,3,0
03/16/2010 09:46:51,CWG3213,No,Modify,No,0,2,0
03/16/2010 09:48:00,CWG3213,No,Read,No,0,1,0
03/16/2010 09:48:24,CWG3213,Yes,Modify,No,1,2,0
03/16/2010 09:54:32,CWG3213,Yes,Create,No,1,0,0
03/16/2010 09:56:55,CWG3213,No,Read,No,0,1,0
03/16/2010 10:00:33,CWG3213,Yes,Modify,No,1,2,0
03/16/2010 10:02:36,CWG3213,Yes,Create,No,1,0,0
03/16/2010 10:58:04,CWG3213,No,Delete,No,0,3,0
03/16/2010 10:59:41,CWG3213,No,Read,No,0,1,0
03/16/2010 11:53:48,CWG3213,Yes,Modify,No,1,2,0
03/16/2010 12:48:12,CWG3213,Yes,Modify,No,1,2,0
03/16/2010 13:13:00,CWG3213,No,Modify,No,0,2,0
03/16/2010 13:18:44,CWG3213,No,Read,No,0,1,0
03/16/2010 13:19:54,CWG3213,Yes,Modify,No,1,2,0
03/16/2010 13:26:19,CWG3213,No,Modify,No,0,2,0
03/16/2010 14:00:29,CWG3213,No,Delete,No,0,3,0
03/16/2010 14:14:14,CWG3213,No,Delete,No,0,3,0
03/16/2010 14:39:32,CWG3213,No,Delete,No,0,3,0
03/16/2010 14:47:51,CWG3213,Yes,Modify,No,1,2,0
03/16/2010 15:13:33,CWG3213,No,Delete,No,0,3,0
03/16/2010 15:56:47,CWG3213,No,Delete,No,0,3,0
03/16/2010 18:06:46,CWG3213,No,Delete,No,0,3,0
03/16/2010 18:20:03,CWG3213,Yes,Modify,No,1,2,0
03/17/2010 10:09:10,CWG3213,No,Modify,No,0,2,0
03/17/2010 10:10:28,CWG3213,No,Delete,No,0,3,0
03/17/2010 10:11:19,CWG3213,Yes,Modify,No,1,2,0
03/17/2010 10:12:24,CWG3213,No,Delete,No,0,3,0
03/17/2010 10:28:54,CWG3213,No,Modify,No,0,2,0
03/17/2010 10:32:05,CWG3213,Yes,Modify,No,1,2,0
03/17/2010 10:33:53,CWG3213,No,Delete,No,0,3,0
03/17/2010 10:36:09,CWG3213,No,Modify,No,0,2,0
03/17/2010 10:38:22,CWG3213,No,Delete,No,0,3,0
03/17/2010 10:39:48,CWG3213,No,Modify,No,0,2,0
03/17/2010 11:48:57,CWG3213,No,Modify,No,0,2,0
03/17/2010 11:51:12,CWG3213,No,Delete,No,0,3,0
03/17/2010 14:09:31,CWG3213,No,Modify,No,0,2,0
03/17/2010 14:09:59,CWG3213,Yes,Create,No,1,0,0
03/17/2010 14:10:02,CWG3213,No,Modify,No,0,2,0
03/17/2010 14:10:06,CWG3213,Yes,Modify,No,1,2,0
03/17/2010 14:11:33,CWG3213,No,Modify,No,0,2,0
03/17/2010 14:11:48,CWG3213,No,Modify,No,0,2,0
03/17/2010 14:12:47,CWG3213,Yes,Modify,No,1,2,0
03/17/2010 14:13:38,CWG3213,Yes,Create,No,1,0,0
03/17/2010 14:15:10,CWG3213,No,Modify,No,0,2,0
03/17/2010 16:45:27,CWG3213,Yes,Modify,No,1,2,0
03/17/2010 16:51:21,CWG3213,No,Read,No,0,1,0
03/17/2010 16:53:27,CWG3213,No,Modify,No,0,2,0
03/17/2010 18:31:51,CWG3213,No,Delete,No,0,3,0
03/17/2010 18:39:23,CWG3213,Yes,Modify,No,1,2,0
03/17/2010 18:43:26,CWG3213,Yes,Create,No,1,0,0
03/18/2010 08:27:59,CWG3213,No,Modify,No,0,2,0
03/18/2010 08:28:11,CWG3213,No,Modify,No,0,2,0
03/18/2010 09:46:55,CWG3213,Yes,Modify,No,1,2,0
03/18/2010 09:54:57,CWG3213,No,Delete,No,0,3,0
03/18/2010 11:18:58,CWG3213,Yes,Modify,No,1,2,0
03/18/2010 11:26:29,CWG3213,No,Modify,No,0,2,0
03/18/2010 12:50:45,CWG3213,No,Delete,No,0,3,0
03/18/2010 12:51:56,CWG3213,No,Modify,No,0,2,0
03/18/2010 13:58:54,CWG3213,No,Delete,No,0,3,0
03/18/2010 14:01:23,CWG3213,No,Modify,No,0,2,0
03/18/2010 14:04:45,CWG3213,Yes,Modify,No,1,2,0
03/18/2010 14:04:55,CWG3213,Yes,Create,No,1,0,0
03/18/2010 14:05:35,CWG3213,No,Read,No,0,1,0
03/18/2010 14:06:39,CWG3213,Yes,Modify,No,1,2,0
03/18/2010 14:06:58,CWG3213,Yes,Modify,No,1,2,0
03/18/2010 14:08:58,CWG3213,Yes,Create,No,1,0,0
03/18/2010 14:20:24,CWG3213,No,Delete,No,0,3,0
03/18/2010 15:37:26,CWG3213,No,Modify,No,0,2,0
03/18/2010 15:38:15,CWG3213,No,Read,No,0,1,0
03/18/2010 15:58:45,CWG3213,No,Read,No,0,1,0
03/18/2010 16:09:47,CWG3213,No,Modify,No,0,2,0
03/18/2010 16:21:24,CWG3213,Yes,Modify,No,1,2,0
03/18/2010 16:25:46,CWG3213,Yes,Modify,No,1,2,0
03/18/2010 18:06:46,CWG3213,No,Delete,No,0,3,0
03/19/2010 08:53:13,CWG3213,Yes,Modify,No,1,2,0
03/19/2010 08:56:15,CWG3213,No,Delete,No,0,3,0
03/19/2010 10:40:32,CWG3213,Yes,Create,No,1,0,0
03/19/2010 10:54:02,CWG3213,No,Modify,No,0,2,0
03/19/2010 11:03:24,CWG3213,Yes,Modify,No,1,2,0
03/19/2010 11:40:10,CWG3213,No,Read,No,0,1,0
03/19/2010 12:02:55,CWG3213,No,Modify,No,0,2,0
03/19/2010 12:50:04,CWG3213,Yes,Modify,No,1,2,0
03/19/2010 13:24:01,CWG3213,No,Delete,No,0,3,0
03/19/2010 13:27:29,CWG3213,No,Read,No,0,1,0
03/19/2010 13:32:28,CWG3213,No,Delete,No,0,3,0
03/19/2010 13:42:38,CWG3213,No,Modify,No,0,2,0
03/19/2010 13:45:56,CWG3213,Yes,Create,No,1,0,0
03/19/2010 15:49:26,CWG3213,No,Modify,No,0,2,0
03/19/2010 15:51:01,CWG3213,No,Read,No,0,1,0
03/19/2010 15:58:55,CWG3213,Yes,Create,No,1,0,0
03/19/2010 16:20:12,CWG3213,No,Delete,No,0,3,0
03/19/2010 18:12:53,CWG3213,No,Delete,No,0,3,0
03/19/2010 18:14:42,CWG3213,No,Modify,No,0,2,0
03/19/2010 18:18:23,CWG3213,Yes,Modify,No,1,2,0
03/19/2010 18:22:10,CWG3213,No,Modify,No,0,2,0
03/19/2010 18:23:12,CWG3213,No,Modify,No,0,2,0
03/19/2010 18:26:12,CWG3213,No,Read,No,0,1,0
03/19/2010 18:27:52,CWG3213,No,Modify,No,0,2,0
03/19/2010 18:29:45,CWG3213,Yes,Create,No,1,0,0
03/19/2010 18:30:56,CWG3213,No,Modify,No,0,2,0
03/20/2010 08:17:00,CWG3213,Yes,Create,No,1,0,0
03/20/2010 08:21:10,CWG3213,No,Delete,No,0,3,0
03/20/2010 08:59:26,CWG3213,Yes,Modify,No,1,2,0
03/20/2010 09:10:14,CWG3213,No,Delete,No,0,3,0
03/20/2010 09:35:28,CWG3213,No,Delete,No,0,3,0
03/20/2010 10:24:38,CWG3213,No,Modify,No,0,2,0
03/20/2010 10:34:55,CWG3213,No,Modify,No,0,2,0
03/20/2010 12:12:47,CWG3213,No,Read,No,0,1,0
03/20/2010 12:13:00,CWG3213,Yes,Create,No,1,0,0
03/20/2010 12:41:00,CWG3213,No,Modify,No,0,2,0
03/20/2010 12:41:16,CWG3213,No,Modify,No,0,2,0
03/20/2010 13:45:30,CWG3213,Yes,Create,No,1,0,0
